DATAATUAL|CREDOR|TIPO DE COMUNICACAO|NUMERO DO PROCESSO|JUIZO|COMARCA|DATA DE ABERTURA DO PROCESSO|RECUPERANDA/FALIDA/INSOLVENTE|CNPJ|LOGRADOURO|NUMERO|BAIRRO|CIDADE|ESTADO|CEP|NATUREZA|VALOR|CLASSIFICACAO|REGISTRADO|CEP_CREDOR|LOGRADOURO_CREDOR|NUMERO_CREDOR|COMPLEMENTO_CREDOR|BAIRRO_CREDOR|CIDADE_CREDOR|ESTADO_CREDOR|ETIQUETA
04/07/2023|                        ABSOLUTA TELECOM|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 150,04|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00013|88803200|AV SANTOS DUMONT|1665||SANTA BARBARA|Criciúma|SC|YA063638222BR
04/07/2023|  CAMPOSDIAS COMERCIO DE EXTINTORES LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 390,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00032|88803260|R EPITACIO PESSOA|1230||SÃO LUIZ|Criciúma|SC|YA063638236BR
04/07/2023|                 A. SILVA FERRAGENS LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 470,72|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00012|88803470|ROD LUIZ ROSSO KM 05|3610||PRIMEIRA LINHA|Criciúma|SC|YA063638240BR
04/07/2023|     SMIERVEDA VEDACOES INDUSTRIAIS LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 4.571,99|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00124|88803595|ROD LUIZ ROSSO|1025||BOSQUE DO REPOUSO|Criciúma|SC|YA063638253BR
04/07/2023|        PREFEITURA MUNICIPAL DE CRICIUMA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 130,16|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00101|88804050|R DOMENICO SONEGO|542||SANTA BARBARA|Criciúma|SC|YA063638267BR
04/07/2023|       FKM CODIFICAÇÃO E SOLUÇÕES IND LT|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 729,37|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00058|88804342|AV SANTOS DUMONT|1665||SANTA BARBARA|Criciúma|SC|YA063638275BR
04/07/2023|                      UP TELECOMUNICAÇÕE|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 336,39|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00140|88804342|AV SANTOS DUMON|1665||SANTA BARBARA|Criciúma|SC|YA063638284BR
04/07/2023|   AI ELECTRIC COMERCIAL ELETRICA EIRELI|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 12.341,98|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00015|88804440|R GIACOMO SONEGO NETO|320||PINHEIRINHO|Criciúma|SC|YA063638298BR
04/07/2023|   SINERSOFT SOLUÇOES EM INFORMATICA LTD|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 1.228,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00123|88805415|RUA SAO MARTINHO|489||SANTA AUGUSTA|Criciúma|SC|YA063638307BR
04/07/2023|         MARCIO DA SILVA SILVEIRA EIRELI|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 587,21|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00079|88805475|RUA WOIMIR WASNIEWSKI|38||SANTA AUGUSTA|Criciúma|SC|YA063638315BR
04/07/2023|                    FABIO MARTINS MARCOS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 1.238,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00054|88806471|R QUINZE DE NOVEMBRO|78||CENTRO|Criciúma|SC|YA063638324BR
04/07/2023|                 JARDEL DA SILVA PEREIRA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 11.165,33|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00007|88806778|Rua Vidal Calin|139||Vila Manaus|Criciúma|SC|YA063638338BR
04/07/2023|                  EDEMILSON LOPES BECKER|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 30.816,73|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00002|88809470|Rua Lourenço Zanette|335|AP103 BL 07 STO|Santo Antônio|Criciúma|SC|YA063638341BR
04/07/2023|             ALESSIO SOLUCOES E SERVICOS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 7.750,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00018|88811020|R MONTEIRO LOBATO|133||CRUZEIRO DO SUL|Criciúma|SC|YA063638355BR
04/07/2023|               ERGOMEDICINAL MEDICA LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 1.203,57|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00053|88811550|R CRUZ E SOUZA|103||PIO CORREA|Criciúma|SC|YA063638369BR
04/07/2023|              ANDRÉ LUIS SILVEIRA DA ROS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 9.722,29|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00001|88812860|Rod Leonardo Bialecki|s/n||linha Batista|Criciúma|SC|YA063638372BR
04/07/2023|                  LUCAS KAUA DA SILVEIRA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 15.746,93|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00004|88812885|Rua Alfredo Del Priori|s/n||Linha Cabral|Cocal do Sul|SC|YA063638386BR
04/07/2023|               CARGO EXPRESS TRANSPORTES|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 100,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00033|88812351|ROD LUIZ ROSSO|11299||QUARTA LINHA|Criciúma|SC|YA063638390BR
04/07/2023|DUPLACAO - COMERCIO E SERVICOS PNEUMATIC|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 19.980,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00049|88812850|ROD OTAVIO DASSOLER|4120||LINHA BATISTA|Criciúma|SC|YA063638409BR
04/07/2023|                  JÉSSICA SARTOR DE SOUZ|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 25.433,76|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00008|88813400|AV Manoel Delfino de Freitas|75|ED. ZAPELINE|Nossa Senhora da Salete|Criciúma|SC|YA063638412BR
04/07/2023|                  LUIZ VANDERLEI DAMAZIO|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 14.000,00|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00006|88813582|Rua Das Orquideas|520||Argentina|Criciúma|SC|YA063638426BR
04/07/2023| FALCON E ROGER ENERGY ENERGIA RENOVAVEL|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 75,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00055|88813000|R GENERAL OSVALDO PINTO DA VEIGA|1323||PROSPERA|Criciúma|SC|YA063638430BR
04/07/2023| SCORPIONS TRANS E COMERCIO DE PEÇAS AUT|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 375,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00118|88813330|RIO DE JANEIRO|20||PROSPERA|Criciúma|SC|YA063638443BR
04/07/2023|                 COMERCIAL AUTOMOTIVA SA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 100,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00039|88813400|RUA MANOEL DELFINO FREITAS|815||N S DA SALETE|Criciúma|SC|YA063638457BR
04/07/2023|                  JOSE DA SILVA COMERCIO|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 9.289,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00074|88813970|RODOVIA LEONARDO BIALECK|3111||LINHA BATISTA|Criciúma|SC|YA063638465BR
04/07/2023|                       JULIANO FELISBINO|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 15.000,00|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00005|88815100|Rua São Miguel Do Oeste|416||ceara|Criciúma|SC|YA063638474BR
04/07/2023|                   INNO INFORMATICA LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 2.005,18|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00069|88815060|AV GABRIEL ZANETTE|685||PROSPERA|Criciúma|SC|YA063638488BR
04/07/2023|               COLICRI LIMPEZA DE FOSSAS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 600,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00038|88816710|R BRUNO NICROSINI|821||PEDRO ZANIVAN|Criciúma|SC|YA063638491BR
04/07/2023|J2D COMERCIO DE FERRAGENS E FERRAMENTAS |COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 7.814,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00072|88817451|R ANTONIO MANOEL JOAO|47||VILA ISABEL|Criciúma|SC|YA063638505BR
04/07/2023|CCS INDUSTRIA E COMERCIO DE EMBALAGENS P|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 23.242,35|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00034|88820000|ROD. SC 443 KM 03|S/N||PRESIDENTE VARGAS|Içara|SC|YA063638514BR
04/07/2023|           DDD INDUSTRIA E COMERCIO LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 310,50|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00044|88820000|ANTONIO JOSE FELICIANO|1464||PRESIDENTE VARGAS|Içara|SC|YA063638528BR
04/07/2023|                     INGA CAMINHOES LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 507,89|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00068|88820000|RODOVIA BR 101|S/N||BARRACAO|Içara|SC|YA063638531BR
04/07/2023|                      INNOVE SUPRIMENTOS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 269,90|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00070|88820000|RUA ANTONIO GUGLIELM|480||JD ELIZABETH|Içara|SC|YA063638545BR
04/07/2023|                     MERCA PAN CAMINHOES|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 11.293,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00083|88820000|ROD BR 101 KM 380|120||VILA NOVA|Içara|SC|YA063638559BR
04/07/2023|NOVAK COMERCIO VAREJISTA DE COMBUSTIVEIS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 583,84|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00091|88820000|ROD SC 443|S/N||DEMBOSKI|Içara|SC|YA063638562BR
04/07/2023|RV DIESEL INJEÇAO ELETRONICA E BOMBAS LT|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 480,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00115|88820000|ROD SC 445|3080|BLOCO D|LIRI|Içara|SC|YA063638576BR
04/07/2023|              LILIANA MAGAGNIN BORTOLATO|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 13.940,13|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00003|88830000|Rod Municipal Tranquilo Sartor|s/n||Linha Torrens|MORRO DA FUMAÇA|SC|YA063638580BR
04/07/2023|                    MARIA PEREIRA MORAES|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 4.707,50|Classe I - Créditos Trabalhistas e Afins|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00009|88830000|Rod Libero Fortunato Bortolato|40|Sequencia 69|Linha Cabral|MORRO DA FUMAÇA|SC|YA063638593BR
04/07/2023|                     EDSON LIMA DA ROCHA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 25.830,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00051|88830000|GIACOMO BORTOLON|165||CAPELINHA|MORRO DA FUMAÇA|SC|YA063638602BR
04/07/2023|             MARCELO DE COSTA E CIA LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 6.900,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00078|88830000|15 DE NOVEMBRO - APARTAMENTO|1725||CENTRO|MORRO DA FUMAÇA|SC|YA063638616BR
04/07/2023|          MILETO TREINAMENTOS GERENCIAIS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5000607-39.2023.8.24.0078|Juízo da 1ª Vara da Comarca de Urussanga|Urussanga|15 de Fevereiro de 2023|ARARAS QUIMICA DO BRASIL LTDA|09.480.033/0001-50|Rua assis de souza brasil|700|area industrial ii|Cotia                        |SC|88845000|Contratual|R$ 6.400,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5000607-39.2023.8.24.0078] ARARAS QUIMICA DO BRASIL LTDA - 00087|88830000|R ANGELO SERAFIM|145||CENTRO|MORRO DA FUMAÇA|SC|YA063638620BR
